"","","","","","","Constants","Constants","Constants","Constants","Constants","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Responses","Responses","Responses","Composites","Objectives","","","","",
"Sampling","Iteration","Experiment","Marked","Category","Type","fa2","fa1","fa3","F10000","T","a1","a2","s11","s12","s13","s14","s15","s21","s22","s23","s24","s25","CurveMatching1","Curvematching1000","_10000ppms_Curvematching1000","StandardComposite1","StandardComposite1","Multi-Objective","Max Constr. Violation","Successful run","Simulation Location",
"Sampling1",6,1,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0000000000000000e-002,1.0000000000000000e-002,4.6225599999999999e-002,5.0000000000000003e-002,5.6389415862112727e-002,3.8870399999999999e-002,1.4257600000000000e-002,3.4711437004150379e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,8.8453051026833925e-003,2.3696923018288810e-002,5.0962380028518335e-002,3.9160750855844723e-002,1.1382005390265187e-001,1.1382005390265187e-001,1.1382005390265187e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,2,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.7393937628073403e-002,5.7342126439024456e-002,4.5953416283465831e-002,5.0000852217371876e-002,5.6847637170881850e-002,3.9779023989383655e-002,1.1814842669386979e-002,3.5503276449066208e-002,4.3799118460983402e-002,5.8026737440877461e-002,2.6899785088266067e-002,9.8324879290067353e-003,2.9545756569288661e-002,4.6102089714270905e-002,3.6341482751368365e-002,1.1198932903492793e-001,1.1198932903492793e-001,1.1198932903492793e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,3,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.5272408948701985e-002,3.8884114962966218e-002,4.6837800919336210e-002,5.0423723673622661e-002,5.5063757731833259e-002,3.5211329105729154e-002,1.2733145976819273e-002,3.3972509487220165e-002,4.3810294108597395e-002,5.9439529567886035e-002,2.4703724976326943e-002,9.7665329087834145e-003,9.0980876221931364e-002,5.7100812684894142e-002,1.7730675765919305e-002,1.6581236467274479e-001,1.6581236467274479e-001,1.6581236467274479e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,4,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.6016330771967900e-002,5.4010619996381307e-002,4.5219863863789782e-002,5.0135672193945928e-002,5.8220435574811061e-002,3.4962226862907002e-002,1.4812582109851445e-002,3.4076145415838852e-002,4.4489814826689261e-002,5.8098525240590650e-002,2.6937688716886139e-002,9.6033768255220260e-003,5.5765338718704538e-002,7.6981694354733815e-002,8.8487135816676027e-002,2.2123416889011438e-001,2.2123416889011438e-001,2.2123416889011438e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,5,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.4578589826121846e-002,1.2001167934076139e-002,4.5201942782302253e-002,5.2248572392985700e-002,5.6110819689437347e-002,3.9838790692475132e-002,1.3807661857440291e-002,3.3961939868214573e-002,4.5555270227392239e-002,5.8018498097284960e-002,2.3636146201345652e-002,7.5939150291697262e-003,2.8009586476974976e-002,3.9100698714770163e-002,4.6099302323928788e-002,1.1320958751567392e-001,1.1320958751567392e-001,1.1320958751567392e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,6,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0684372386539591e-002,4.9107359108366860e-002,4.6984337600129246e-002,5.2271046950714203e-002,5.5431262688668305e-002,3.5018483122859309e-002,1.1074360278321673e-002,3.4767356927691201e-002,4.5947667206514067e-002,5.9001456430067496e-002,2.3264575296009168e-002,8.1433323260498326e-003,3.7748934542835677e-002,3.6810463142687433e-002,4.3051203025653809e-002,1.1761060071117692e-001,1.1761060071117692e-001,1.1761060071117692e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,7,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0028803582219740e-002,5.7086231666524295e-002,4.5180154691511258e-002,5.0696349217830110e-002,5.6819706234810877e-002,3.5933500902901178e-002,1.3716449066625985e-002,3.3881914698874430e-002,4.5109946762489125e-002,5.9474145048807159e-002,2.3005416157818152e-002,7.9529747623441789e-003,3.2813727030671591e-002,4.3913370934658510e-002,3.4809384045266789e-002,1.1153648201059689e-001,1.1153648201059689e-001,1.1153648201059689e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,8,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.6743056623056188e-002,5.6902770554467443e-002,4.6917467970342394e-002,5.0793985223029449e-002,5.8236597381439888e-002,3.5019374970615830e-002,1.1327176050048135e-002,3.5350834048893248e-002,4.5474582472340978e-002,5.8585565060381962e-002,2.3565931071596814e-002,9.6598840545980610e-003,3.6026994789070954e-001,3.6722666661118830e-001,1.8097115407111945e-002,7.4559372990900974e-001,7.4559372990900974e-001,7.4559372990900974e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,9,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.3847248734587604e-002,1.2228345013622103e-002,4.6926970894085561e-002,5.0057329012541063e-002,5.8291003462367971e-002,3.5293234146601044e-002,1.0893512254037861e-002,3.4125643124132056e-002,4.4806000416472647e-002,5.8104894864654408e-002,2.6662983791539193e-002,7.9682034834967341e-003,4.2385816029336477e-002,5.3805158174937688e-002,4.1066982682107303e-002,1.3725795688638148e-001,1.3725795688638148e-001,1.3725795688638148e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,10,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0670796879062326e-002,2.5119138358488721e-002,4.6950743564472930e-002,5.1643867941563323e-002,5.7626695130288584e-002,3.5824936153534555e-002,1.1098817093593142e-002,3.5501362886859907e-002,4.3889006989118962e-002,5.8011386828342615e-002,2.6861804292889303e-002,9.9835358433949008e-003,6.8540371341713272e-002,4.0914560104152425e-002,1.3332070368880632e-002,1.2278700181474633e-001,1.2278700181474633e-001,1.2278700181474633e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,11,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0138324472378508e-002,3.3517507005841683e-002,4.6952918921142374e-002,5.0453134217413514e-002,5.5907961105173584e-002,3.9981900719865529e-002,1.0982724002176335e-002,3.5513659033358569e-002,4.3904913648106600e-002,5.8560661745467799e-002,2.3839565456846450e-002,7.5235661448092165e-003,2.2485656231674145e-002,2.4531521615436366e-002,4.0760277515614972e-002,8.7777455362725493e-002,8.7777455362725493e-002,8.7777455362725493e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,12,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.4410418338826169e-002,1.5004641430360545e-002,4.6938828469612288e-002,5.0668786769244807e-002,5.8251773073896042e-002,3.9580634135428200e-002,1.4917870719575618e-002,3.4972200424430368e-002,4.5897975822186146e-002,5.9291054219628880e-002,2.6320382908896881e-002,9.9927232309798657e-003,3.5606362651259153e-002,3.8224050318055772e-002,1.6141752400407106e-002,8.9972165369722024e-002,8.9972165369722024e-002,8.9972165369722024e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,13,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.0814878295029361e-002,1.4986344180811838e-002,4.5255632902268209e-002,5.2129261664992391e-002,5.8199622877768226e-002,3.5394933060712744e-002,1.1757311139111711e-002,3.3906887533808154e-002,4.5997393212485804e-002,5.8804798474445884e-002,2.4104563678947363e-002,9.7301627416532775e-003,6.2574146063498953e-002,5.2796983460864616e-002,3.2252658085731412e-002,1.4762378761009498e-001,1.4762378761009498e-001,1.4762378761009498e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,14,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.6347835475629810e-002,3.2615426999008164e-002,4.6908888479449566e-002,5.2257354889605562e-002,5.5067958149138049e-002,3.9915151577598111e-002,1.4583519892176433e-002,3.3931125866924289e-002,4.3821802129432881e-002,5.9299982431789341e-002,2.6401906071479520e-002,7.5408472166168883e-003,2.7393385112694325e-002,3.8136606803872923e-002,6.3641638010470097e-002,1.2917162992703735e-001,1.2917162992703735e-001,1.2917162992703735e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,15,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.6695786393802910e-002,2.7366185845678639e-002,4.6496768751319209e-002,5.2271687508359088e-002,5.8221429388403169e-002,3.9501394549943308e-002,1.0868425048473459e-002,3.4977203114562400e-002,4.5974192854008479e-002,5.9417532252896567e-002,2.3310017641987098e-002,7.6180144059410787e-003,3.1893460954196332e-002,3.6488815901018309e-002,3.4343628847527952e-002,1.0272590570274259e-001,1.0272590570274259e-001,1.0272590570274259e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,16,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.7291682716817464e-002,5.6264420224752074e-002,4.6709493325309562e-002,5.0879179906601582e-002,5.5027204778627999e-002,3.9982718776380516e-002,1.4855413771290404e-002,3.4107667897701546e-002,4.5910757943057018e-002,5.9465441786556619e-002,2.3024224230883305e-002,9.4638055458101840e-003,9.4102646963461462e-002,4.1392104686512096e-002,3.6830365991058357e-002,1.7232511764103189e-001,1.7232511764103189e-001,1.7232511764103189e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,17,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0722384616802997e-002,4.6824155902658433e-002,4.5309907379870167e-002,5.1980239842929252e-002,5.8129866181481735e-002,3.9866746926032634e-002,1.0860216168493666e-002,3.4348384382928004e-002,4.5852250139820673e-002,5.8128711078642474e-002,2.6770949276381843e-002,8.0699377297460580e-003,7.8928706105324653e-002,7.2399870031805424e-002,2.3673229611868744e-002,1.7500180574899882e-001,1.7500180574899882e-001,1.7500180574899882e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,18,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1664670911672108e-002,3.1398137867754472e-002,4.6271063488794069e-002,5.2190206832169843e-002,5.5279762395518260e-002,3.9880702229588456e-002,1.4794164169366315e-002,3.5466064236789163e-002,4.3792508145745201e-002,5.8089207676940827e-002,2.6927013203537561e-002,9.8896474746005859e-003,7.1008252530332105e-002,1.8279592417378143e-002,4.8359560817019517e-002,1.3764740576472978e-001,1.3764740576472978e-001,1.3764740576472978e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,19,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.6887024385336637e-002,1.2608507897693577e-002,4.6955119345687038e-002,5.1937654757221320e-002,5.5014270029689588e-002,3.5649018683242294e-002,1.2901062896061351e-002,3.5508489062513915e-002,4.5614974007794080e-002,5.8135675633533085e-002,2.3294356272019773e-002,9.9964421923194255e-003,9.0825949522512439e-002,4.2894033469009274e-002,3.5616355670995851e-002,1.6933633866251757e-001,1.6933633866251757e-001,1.6933633866251757e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,20,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.2404085636805575e-002,1.0743340725685436e-002,4.5449457237730639e-002,5.0002503947003112e-002,5.5015653705237033e-002,3.9414351284356788e-002,1.1176340891180758e-002,3.3891615844464540e-002,4.4007548276157868e-002,5.8418568861423506e-002,2.6410523784086450e-002,9.9944660568193136e-003,5.0180000728497709e-002,4.3023120921595805e-002,2.2026001934424201e-002,1.1522912358451770e-001,1.1522912358451770e-001,1.1522912358451770e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,21,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1462537750751454e-002,3.6832515871355706e-002,4.5612316315663121e-002,5.0052373775282079e-002,5.5334533395469905e-002,3.9856964145854087e-002,1.1190967181636046e-002,3.5521486198251122e-002,4.5945779975092894e-002,5.9401137563706741e-002,2.6801440317438308e-002,9.9999266805157298e-003,2.5231722112601475e-002,3.8785196866650648e-002,4.0988388555115017e-002,1.0500530753436715e-001,1.0500530753436715e-001,1.0500530753436715e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,22,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.9696736263606573e-002,1.4529581228772560e-002,4.5200875537185853e-002,5.0419693075383118e-002,5.8116399655608317e-002,3.9562505861676645e-002,1.4918930431553540e-002,3.3913208084254985e-002,4.4943867588194075e-002,5.9343499722993985e-002,2.6949682036472692e-002,7.5346488570750339e-003,1.8192890322897132e-002,3.0588115841586508e-002,3.4532177979896356e-002,8.3313184144379993e-002,8.3313184144379993e-002,8.3313184144379993e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,23,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1968363266066732e-002,1.4648159989917985e-002,4.5195839667425367e-002,5.0092100420379225e-002,5.5050600352810265e-002,3.4963531102298995e-002,1.1054563530130216e-002,3.4426015815946662e-002,4.4508257142054711e-002,5.9420958950916147e-002,2.6621161100054105e-002,7.8532156626860122e-003,2.4265147171557880e-002,3.8105420600236806e-002,2.9602536438615060e-002,9.1973104210409745e-002,9.1973104210409745e-002,9.1973104210409745e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,24,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.8166045112558505e-002,5.7072591169253666e-002,4.5761472139558730e-002,5.2272115752522157e-002,5.5124694429027322e-002,3.9905062627674591e-002,1.0913161497137280e-002,3.5468164144265270e-002,4.5565645782786157e-002,5.8016155342742112e-002,2.3001412147190529e-002,9.8418963589463546e-003,2.2150576917358897e-001,3.8498900856240970e-002,6.1319195311248555e-002,3.2132386534107854e-001,3.2132386534107854e-001,3.2132386534107854e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,25,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.3340196595909194e-002,5.6312618058153525e-002,4.6908678922876548e-002,5.2267884891387041e-002,5.7349299255517100e-002,3.8885285711890274e-002,1.4943941744681100e-002,3.5452740883198740e-002,4.5857029460787568e-002,5.8028624472172330e-002,2.3098349587203245e-002,7.6831873232230414e-003,3.2831531710488959e-001,2.9785348548872248e-001,1.6570602369323121e-002,6.4273940496293525e-001,6.4273940496293525e-001,6.4273940496293525e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,26,"yes",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.4548622021058295e-002,5.2650859096635513e-002,4.6926888635149461e-002,5.0357080934203928e-002,5.5014449738426487e-002,3.4939354494510834e-002,1.4657810654220171e-002,3.5532587873971837e-002,4.5350402467394670e-002,5.8079189748334738e-002,2.6434828723041703e-002,8.5915584369581528e-003,3.1705232350769760e-002,1.9627968908660153e-002,1.4820515187263449e-002,6.6153716446693364e-002,6.6153716446693364e-002,6.6153716446693364e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,27,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.7366021035637258e-002,1.6796766521126445e-002,4.6975168210537967e-002,5.0228232823069853e-002,5.7438854345124100e-002,3.5647134173453776e-002,1.4970553102241085e-002,3.5519600526864897e-002,4.4399510534408333e-002,5.8801504638521220e-002,2.3086101770345500e-002,7.6402148589224776e-003,5.4866733178939482e-002,2.8223854389696684e-002,1.6797426560614098e-002,9.9888014129250260e-002,9.9888014129250260e-002,9.9888014129250260e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,28,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.6529896596441717e-002,3.2256958221221620e-002,4.5293071075931654e-002,5.0396498890918233e-002,5.5182949947930313e-002,3.6330973263349269e-002,1.4977635898539853e-002,3.5531983956343487e-002,4.5929821199479227e-002,5.9365866586775833e-002,2.5702838797929738e-002,9.9821204582618544e-003,9.9452595070843891e-002,4.7574606568201949e-002,1.5276753805239072e-002,1.6230395544428491e-001,1.6230395544428491e-001,1.6230395544428491e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,29,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0518707017754326e-002,2.0010333399008217e-002,4.5391326114532268e-002,5.2208012127763548e-002,5.5126206442499950e-002,3.8821109256834185e-002,1.2964400762597948e-002,3.3880762703999347e-002,4.4321843294356532e-002,5.9472939548954502e-002,2.3083688214646271e-002,9.9227661927000672e-003,1.1049559388691138e-001,5.1611091547927708e-002,4.2785308808116262e-002,2.0489199424295534e-001,2.0489199424295534e-001,2.0489199424295534e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,30,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.7000107782797005e-002,5.0793009122301669e-002,4.5778535927408319e-002,5.2190208805163459e-002,5.8094612942413505e-002,3.9287681255172839e-002,1.3618449891919914e-002,3.3913806033348072e-002,4.3855587341557423e-002,5.8065430776408189e-002,2.3189799566488700e-002,9.9059576749578708e-003,1.4817260175144298e-001,7.7892187564475010e-002,1.7931772481953923e-002,2.4399656179787194e-001,2.4399656179787194e-001,2.4399656179787194e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,31,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.7405668714061315e-002,4.7881059172276884e-002,4.5633809963362360e-002,5.0075883459684695e-002,5.5057194439228387e-002,3.8038630566931214e-002,1.4856398281201152e-002,3.4369564930205390e-002,4.3836011627410854e-002,5.8127361640474065e-002,2.3207523415618561e-002,7.6272077892671365e-003,3.6068683431328352e-002,3.3925294196550583e-002,2.5479523073867624e-002,9.5473500701746553e-002,9.5473500701746553e-002,9.5473500701746553e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,32,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.7457693684143265e-002,5.6275034437662408e-002,4.6811235007123378e-002,5.0632942261638489e-002,5.5106026707588171e-002,3.8576776347885977e-002,1.1436932491235691e-002,3.4113609248069728e-002,4.5844303058763421e-002,5.8031245244047090e-002,2.6692305237095874e-002,7.5855541384030794e-003,5.1328084351858753e-002,6.2682227705166557e-002,6.5560473744078002e-002,1.7957078580110331e-001,1.7957078580110331e-001,1.7957078580110331e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,33,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.5345583965802205e-002,1.0287143564748216e-002,4.6814174569211643e-002,5.2019408299974160e-002,5.5850865531159831e-002,3.5430816514408540e-002,1.4637831611786349e-002,3.3884443749378247e-002,4.5924757778693377e-002,5.9362326492427828e-002,2.6818135249915283e-002,7.5491958354546177e-003,3.4501598939433560e-002,4.6342195965561925e-002,4.2848871063281765e-002,1.2369266596827726e-001,1.2369266596827726e-001,1.2369266596827726e-001,0.0000000000000000e+000,"yes","",
"Sampling1",6,34,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1896830177796556e-002,5.6390544794172139e-002,4.6993781689356459e-002,5.0196304649256306e-002,5.8027842752625514e-002,3.8038516304521888e-002,1.3605660366175339e-002,3.4127391173977610e-002,4.3982129197937994e-002,5.8855284561845078e-002,2.6915617193616844e-002,9.0769929358985139e-003,2.7169987716745215e-002,3.9251940597846424e-002,1.4863463944766175e-002,8.1285392259357811e-002,8.1285392259357811e-002,8.1285392259357811e-002,0.0000000000000000e+000,"yes","",
"Sampling1",6,35,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0718016280719427e-002,1.0022067913778009e-002,4.6846841718051174e-002,5.2208710562664074e-002,5.5021491191810566e-002,3.9552934740763303e-002,1.1176377133399662e-002,3.3882870508758600e-002,4.5966413032419315e-002,5.8016703893317534e-002,2.6841848807270571e-002,8.7564590293973538e-003,2.8386659619320374e-002,3.6329153022313217e-002,7.2462977306332221e-002,1.3717878994796581e-001,1.3717878994796581e-001,1.3717878994796581e-001,0.0000000000000000e+000,"yes","",
"Sampling1",7,1,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e-002,1.0000000000000000e-002,4.7000000000000000e-002,5.0000000000000003e-002,5.8317759999999996e-002,4.0000000000000001e-002,1.4999999999999999e-002,3.3877293598807943e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,1.0000000000000000e-002,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,2,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.8206233639648784e-002,3.8154298469336531e-002,4.6851158085700263e-002,5.0210304077731152e-002,5.9397771800093847e-002,3.5930467696487604e-002,1.1894457239773538e-002,3.3246039361807846e-002,4.4432271169130455e-002,5.9167170070208892e-002,2.5753363769714880e-002,9.9005748481355415e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,3,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.6958459218786106e-002,3.9191851861221358e-002,4.6915996241306983e-002,5.0137508904527582e-002,5.7227513770277502e-002,3.9848522551453353e-002,1.3887150070239971e-002,3.3076114659588547e-002,4.4463431378634191e-002,5.9175697613184614e-002,2.3830794988678829e-002,9.8323994338926843e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,4,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0785024112960966e-002,1.9983404711558038e-002,4.5328386183326519e-002,5.0053460753367786e-002,5.9633120240264126e-002,3.6240102840722113e-002,1.4706091483670702e-002,3.4584272648569267e-002,4.5882335042255730e-002,5.9069236439875612e-002,2.3112442123239128e-002,8.4895837569695619e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,5,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0781232914156464e-002,1.1626764333496133e-002,4.6867134568039030e-002,5.1601333094013567e-002,5.7493725391666306e-002,3.9184917569721804e-002,1.1489947904885289e-002,3.3988258096626894e-002,4.4360505755008203e-002,5.8286527499327126e-002,2.3441586203350736e-002,7.6093716947278206e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,6,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.1655419049823749e-002,4.5899488137343625e-002,4.6292006035904200e-002,5.0027958141250620e-002,5.8153602003156529e-002,3.5632142486044106e-002,1.1468138305707167e-002,3.3257693943776992e-002,4.5199606787957855e-002,5.8035286373439500e-002,2.6199789188135942e-002,7.7129220926778069e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,7,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,2.3768469441010250e-002,2.9934919135228819e-002,4.6978815531146564e-002,5.0110508909168842e-002,5.7155264504942821e-002,3.9969253495050469e-002,1.4978251916192082e-002,3.4620277189882684e-002,4.4344380698543635e-002,5.9173612417250950e-002,2.3995080580434723e-002,7.6622157889456692e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,8,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.3409357985442950e-002,1.3114831087456385e-002,4.5488279122679574e-002,5.1110741488305633e-002,5.7179514602472989e-002,3.9700431779299952e-002,1.4259226356125169e-002,3.3108224648274780e-002,4.5521703803357634e-002,5.8296105929459885e-002,2.6172355562252881e-002,9.9771429039110203e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,9,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0069322753364434e-002,4.6669974186849268e-002,4.6885032700018890e-002,5.1820760036839462e-002,5.7247223056003757e-002,3.6800913793287954e-002,1.3258942140507157e-002,3.3066351890484638e-002,4.5040495431644775e-002,5.8096427903684751e-002,2.3252712380878910e-002,9.2029603724326173e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
