"","","","","","","Constants","Constants","Constants","Constants","Constants","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Responses","Responses","Responses","Composites","Objectives","","","","",
"Sampling","Iteration","Experiment","Marked","Category","Type","fa2","fa1","fa3","F10000","T","a1","a2","s11","s12","s13","s14","s15","s21","s22","s23","s24","s25","CurveMatching1","Curvematching1000","_10000ppms_Curvematching1000","StandardComposite1","StandardComposite1","Multi-Objective","Max Constr. Violation","Successful run","Simulation Location",
"Sampling1",3,18,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.7481254748369208e-002,9.7931745905431050e-002,4.4721558329204256e-002,5.4956464481980681e-002,5.9101495694915303e-002,3.4098328435217158e-002,1.3946425423733307e-002,3.3141137192680692e-002,4.5888205283116872e-002,5.9342505327830433e-002,3.0759078556645478e-002,9.9893113634997276e-003,4.5017367967687030e-002,4.8450361841862515e-002,5.6240145762057867e-002,1.4970787557160742e-001,1.4970787557160742e-001,1.4970787557160742e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,19,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.9866517806922466e-002,4.4647086743560611e-002,4.6659801966041844e-002,5.4872597723567763e-002,5.5725791478910928e-002,3.3352363028170129e-002,9.6081087787820273e-003,3.4308696303138000e-002,4.5718655073897364e-002,5.8124869902951536e-002,2.3300197658031971e-002,9.9450938299189065e-003,7.8827037523263574e-002,4.8752018180677530e-002,6.8277196957940003e-002,1.9585625266188111e-001,1.9585625266188111e-001,1.9585625266188111e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,20,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.0408948376597206e-002,5.7209125752460746e-002,4.6833980165314829e-002,5.4768600105204519e-002,5.5007142720849639e-002,3.6009740868082327e-002,1.4746359412889569e-002,3.5660349023587799e-002,4.1738536024138052e-002,5.9224803487065582e-002,3.0474620033281875e-002,9.9825911783416703e-003,2.4475623257663023e-001,6.7971127872307724e-001,6.1932801674310101e-001,1.5437955280428084e+000,1.5437955280428084e+000,1.5437955280428084e+000,0.0000000000000000e+000,"yes","",
"Sampling1",3,21,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.3581290669004698e-002,4.7041584374030040e-002,4.5901722697756782e-002,5.1421151849901404e-002,5.5009564208669502e-002,3.3128769232900389e-002,9.7800418008254994e-003,3.5699952686996321e-002,4.2816855051151292e-002,6.0655292889519812e-002,2.4141707462163327e-002,9.9623765949340241e-003,1.0669840133882832e-001,5.4790000467038080e-002,2.5519390303590260e-002,1.8700779210945667e-001,1.8700779210945667e-001,1.8700779210945667e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,22,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.0886117359001437e-002,4.4386267024416892e-002,4.6051695149476553e-002,5.1460537695864068e-002,5.9455788220871393e-002,3.3672752098393564e-002,1.4649609337343017e-002,3.3041313507873780e-002,4.1715602594655399e-002,6.0144393893039043e-002,3.0786745701956386e-002,9.9427690015530847e-003,3.5675861480542687e-001,3.8903038763632142e-001,1.0264576305786438e-001,8.4843476549961272e-001,8.4843476549961272e-001,8.4843476549961272e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,23,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.1823247171186617e-002,9.6491087261448172e-002,4.6937664597591654e-002,5.4845771704357851e-002,5.5453580268979015e-002,3.3154662440863396e-002,1.2437359505215960e-002,3.4412733696136823e-002,4.1745771447083337e-002,6.0785210055790691e-002,2.3785619647057200e-002,6.0766597992295574e-003,2.4490504973126775e-001,6.8004751570053235e-001,9.9090559124980637e-001,1.9158581566816064e+000,1.9158581566816064e+000,1.9158581566816064e+000,0.0000000000000000e+000,"yes","",
"Sampling1",3,24,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.0318031222158127e-002,9.5008533746054863e-002,4.6967329238822852e-002,5.1448583409076820e-002,6.0158614667985597e-002,3.9614849449812833e-002,1.1081201822560911e-002,3.5206199185256283e-002,4.2571655441924913e-002,6.0627251139226603e-002,2.3014476869554535e-002,8.5618051078700779e-003,1.4601956433234295e-001,4.7505788847110750e-002,9.1781045468759936e-003,2.0270345772632967e-001,2.0270345772632967e-001,2.0270345772632967e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,25,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.8770683632499419e-002,9.3456451838725529e-002,4.4225635008855547e-002,5.1423772961172225e-002,6.0179841593926267e-002,3.9506571033832774e-002,1.4943802162973363e-002,3.4392522517634354e-002,4.4373104939593698e-002,5.8370588511024279e-002,2.3212835238181857e-002,5.7313710954560605e-003,2.6396325576962996e-002,4.2836763832411064e-002,1.1931460566990701e-001,1.8854769507928107e-001,1.8854769507928107e-001,1.8854769507928107e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,26,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,7.8703214132616078e-002,5.2221237459830594e-002,4.6971866862309919e-002,5.1499628035934018e-002,5.5287207657944121e-002,3.9038448636804425e-002,9.3968260635792639e-003,3.3298596921128673e-002,4.1970641902317196e-002,5.8626757787275788e-002,3.0124458163806891e-002,7.8894125808054681e-003,3.6654758990659647e-002,3.4975993967672696e-002,5.1331046736633738e-002,1.2296179969496610e-001,1.2296179969496610e-001,1.2296179969496610e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,27,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.9708448258954592e-002,8.0739266464695703e-002,4.4201937918209845e-002,5.4994515898195657e-002,5.5228886723920956e-002,3.3719815978566769e-002,1.4529018222986995e-002,3.5838874001131060e-002,4.5964378697189300e-002,5.9710339587985245e-002,2.3162670825818747e-002,8.8253981119680823e-003,9.0832810134832007e-002,3.3411312248515505e-002,8.9250264779812155e-002,2.1349438716315966e-001,2.1349438716315966e-001,2.1349438716315966e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,28,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.4637233807741880e-002,4.2473342459900872e-002,4.4136865141843708e-002,5.3700718485071831e-002,5.5136612750300899e-002,3.3475924979821887e-002,1.3244254864905818e-002,3.5862490990527941e-002,4.4629733814322843e-002,6.0716650539145066e-002,2.9384972461425289e-002,5.6935073535870377e-003,2.7218355061969700e-002,3.1448118689057003e-002,6.1360028689463518e-002,1.2002650244049022e-001,1.2002650244049022e-001,1.2002650244049022e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,29,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.1237859832730835e-002,9.3727041293829458e-002,4.4249604824027178e-002,5.2424809356292339e-002,5.5248036434829895e-002,3.9956615441161830e-002,9.2696489675147230e-003,3.4075678005879489e-002,4.3760054999681879e-002,5.8958269345049975e-002,2.3404676608350033e-002,9.8549712284884405e-003,1.4609519122232020e-001,5.9402771768893477e-002,5.2371565393081305e-002,2.5786952838429500e-001,2.5786952838429500e-001,2.5786952838429500e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,30,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.2156843252926659e-002,6.7568932010305560e-002,4.4205950837710797e-002,5.4623585243752326e-002,6.0022138774367781e-002,3.3268622210128197e-002,1.4996790313911212e-002,3.3052101894679650e-002,4.4079874845440389e-002,5.8047255432304143e-002,2.3150743724239607e-002,5.8204622947163418e-003,3.0392239739465247e-002,5.3701844639901603e-002,7.7976008784393952e-002,1.6207009316376081e-001,1.6207009316376081e-001,1.6207009316376081e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,31,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.3482057169159296e-002,4.2850629851135844e-002,4.4340416195893156e-002,5.1469646540709964e-002,5.9797215266924324e-002,3.9437428302596250e-002,1.3165289604763555e-002,3.3073992875314338e-002,4.2358597409283834e-002,5.8314870423566929e-002,2.4528369149623190e-002,9.7366501744855730e-003,2.3316520919910791e-001,2.1619221333187683e-001,1.4954060995133064e-001,5.9889803248231543e-001,5.9889803248231543e-001,5.9889803248231543e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,32,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.7967381297097221e-002,9.9397298314575278e-002,4.6515676257085706e-002,5.4096210424378108e-002,5.5174450240452720e-002,3.9655291887381428e-002,1.2705509322715688e-002,3.5712359351429440e-002,4.5230347004474036e-002,6.0856603399537454e-002,3.0255539529469546e-002,6.6532025019250297e-003,5.4416609744732183e-002,5.4515844930846054e-002,1.4690762580957956e-001,2.5584008048515783e-001,2.5584008048515783e-001,2.5584008048515783e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,33,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.1707014026293057e-002,4.3833526891317184e-002,4.6732444638879080e-002,5.4979373222660388e-002,5.9679394036875742e-002,3.4254426262258594e-002,1.4912219183306430e-002,3.5252264497507624e-002,4.5970092690226547e-002,6.0165591944153281e-002,3.0529759166259180e-002,9.9945386202679974e-003,1.8112265563008052e-002,3.9038211364111515e-002,3.4158906983393335e-002,9.1309383910512909e-002,9.1309383910512909e-002,9.1309383910512909e-002,0.0000000000000000e+000,"yes","",
"Sampling1",3,34,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.9941656086700957e-002,4.5309378210069896e-002,4.6629285586755435e-002,5.4870350888988582e-002,5.7623122109076011e-002,3.9873131194811090e-002,1.4598243118872006e-002,3.3072256511875654e-002,4.3423766616501831e-002,6.0739646072210010e-002,2.9044243617008792e-002,6.0184177087468389e-003,2.9670900549635948e+000,8.7417195513489243e-001,5.1830211715888919e-002,3.8930922218143764e+000,3.8930922218143764e+000,3.8930922218143764e+000,0.0000000000000000e+000,"yes","",
"Sampling1",3,35,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.0220033496791863e-002,4.3113715180890688e-002,4.6311470775873720e-002,5.2447769392338722e-002,6.0170007603241656e-002,3.9664633560474838e-002,1.2508358628086804e-002,3.5537284797125826e-002,4.5764117687691071e-002,5.8153235650788573e-002,2.3115854209453862e-002,6.2559737246714233e-003,2.2669000653340949e-002,3.5188896697293880e-002,4.1825935474363529e-002,9.9683832824998361e-002,9.9683832824998361e-002,9.9683832824998361e-002,0.0000000000000000e+000,"yes","",
"Sampling1",4,1,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.7096092274173908e-002,5.2463902114868122e-002,4.4119999999999999e-002,5.1400000000000001e-002,6.0121895862112730e-002,3.2959999999999996e-002,9.5575121986959423e-003,3.3000000000000002e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,1.0000000000000000e-002,9.4512012854792216e-002,8.1754413122281627e-002,1.5199336720981138e-001,3.2825979318688525e-001,3.2825979318688525e-001,3.2825979318688525e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,2,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.7298812579116262e-002,7.8146297656287403e-002,4.5262585751058133e-002,5.0141264938839143e-002,5.9317838640972925e-002,3.0260990590820554e-002,1.2155978697879544e-002,3.5390782257260778e-002,4.3957660749734853e-002,5.8004160320571811e-002,2.8374499303859210e-002,6.7264827067931099e-003,1.5408295894105315e-002,3.5942484425292291e-002,1.0576336602913829e-001,1.5711414634853588e-001,1.5711414634853588e-001,1.5711414634853588e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,3,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.1389618086815187e-002,3.9066267589806788e-002,4.5182953377547519e-002,5.0164007091617259e-002,6.2109023996496843e-002,3.0244553378916208e-002,1.2073660359010731e-002,3.3024496561993494e-002,4.5858041048807821e-002,6.0271909978182978e-002,2.3034285509375804e-002,8.1357109142170085e-003,6.3579116016638487e-002,6.7132932639158246e-002,1.9594562507885607e-001,3.2665767373465282e-001,3.2665767373465282e-001,3.2665767373465282e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,4,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.2115795576562373e-002,3.2238220567657259e-002,4.4330299594762833e-002,5.2742672802261879e-002,5.8600964441485943e-002,3.0562294412131631e-002,1.1552133560941745e-002,3.5349739682527602e-002,4.5856435983284448e-002,6.0255370588691091e-002,2.9231967432639224e-002,7.2506866434285389e-003,2.2950307917550299e-002,3.6844765975021079e-002,7.0977029518760296e-002,1.3077210341133166e-001,1.3077210341133166e-001,1.3077210341133166e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,5,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1054372396773381e-002,3.5100383798560668e-002,4.5297082645997425e-002,5.0041153909553646e-002,5.8052601200019573e-002,3.0587129016568175e-002,7.3315452483844476e-003,3.3358746835558298e-002,4.3016083152272323e-002,5.8565107634441040e-002,2.8427202194545503e-002,9.0197325838751417e-003,2.8051338742955571e-002,4.5020140891342125e-002,3.9587516758409810e-002,1.1265899639270750e-001,1.1265899639270750e-001,1.1265899639270750e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,6,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.9017706049934122e-002,7.7115316106160112e-002,4.3342018248968481e-002,5.2814108742149438e-002,5.8123005737252834e-002,3.0286970250489466e-002,8.9254068011322459e-003,3.3547701225707389e-002,4.2680848521595316e-002,5.9891660080096686e-002,2.8797185795652797e-002,6.6514807764014861e-003,4.1678265693964933e-002,4.9337960878963492e-002,7.0437898693492096e-002,1.6145412526642053e-001,1.6145412526642053e-001,1.6145412526642053e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,7,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.9796079829721279e-002,5.8823498488412992e-002,4.4966275164372627e-002,5.0030665018788417e-002,5.8150098606295830e-002,3.6103016217445418e-002,1.1699050187175365e-002,3.5386164249978910e-002,4.4383008930743845e-002,6.0272828384628711e-002,2.8441031583994893e-002,9.9648188741894260e-003,2.6201720467755374e-002,4.3170193611777909e-002,3.5583539946173526e-002,1.0495545402570680e-001,1.0495545402570680e-001,1.0495545402570680e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,8,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.3746134079076155e-002,4.3387999344910153e-002,4.5090364124200949e-002,5.2816860996057487e-002,6.2141000811213251e-002,3.1850256663058178e-002,8.0045539785223198e-003,3.5391197614022117e-002,4.2679438560192101e-002,6.0252674469204445e-002,2.9228497634777719e-002,9.7558751329284328e-003,3.0232932453482415e-002,4.2718927932819034e-002,7.9488320512293681e-002,1.5244018089859512e-001,1.5244018089859512e-001,1.5244018089859512e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,9,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.9268688640528883e-002,3.8712209625921951e-002,4.5253072835907730e-002,5.2818994394640946e-002,5.8212833382722928e-002,3.0018252308220642e-002,7.2186822608533577e-003,3.3110568410414300e-002,4.5755890177476825e-002,6.0207023401881755e-002,2.3391793406639459e-002,6.5912777344683520e-003,4.1726735480037989e-002,6.9191619116665881e-002,5.9576310818423184e-002,1.7049466541512706e-001,1.7049466541512706e-001,1.7049466541512706e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,10,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.0279571313580381e-002,2.6632099006753701e-002,4.4895973695019048e-002,5.2876425937211334e-002,6.1809942114692706e-002,3.0213378143284248e-002,1.0768033291832884e-002,3.5389587642456817e-002,4.5949572705043386e-002,5.8137538767680547e-002,2.4266498671009808e-002,7.6279901999487150e-003,2.5534730726598460e-002,4.3943725923834213e-002,1.1786919118004846e-001,1.8734764783048113e-001,1.8734764783048113e-001,1.8734764783048113e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,11,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0611565537207601e-002,3.9818385221736259e-002,4.3027893680301639e-002,5.2679811647180039e-002,5.8535980819452542e-002,3.0001644169614369e-002,7.0695352795766640e-003,3.3084848746833158e-002,4.2578406217922235e-002,5.8001031880992718e-002,2.3042048877025573e-002,7.2862889656230053e-003,3.9053117822690005e-002,4.5092961376574890e-002,8.4653589992876796e-002,1.6879966919214168e-001,1.6879966919214168e-001,1.6879966919214168e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,12,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.4673852611701229e-002,2.7668032460801621e-002,4.3412549446510643e-002,5.0085988601749697e-002,6.1940278386954262e-002,3.6045944181356759e-002,1.2020819956521770e-002,3.3089582936675889e-002,4.2667494516598473e-002,5.9837739421518973e-002,2.3470945279457565e-002,8.7436431723689912e-003,7.6858411238379748e-002,7.2083655257581758e-002,1.8615269445278826e-001,3.3509476094874979e-001,3.3509476094874979e-001,3.3509476094874979e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,13,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.2542156224510084e-002,3.5403287587049172e-002,4.3025887537264683e-002,5.2618428893881956e-002,6.2093483640109005e-002,3.0110468227545449e-002,8.3258863237274904e-003,3.3355460196076846e-002,4.5969121539492924e-002,6.0268265459760793e-002,2.7673042429570392e-002,9.1868313585379974e-003,4.2115276846271490e-002,5.7028576331491922e-002,1.0838156316353814e-001,2.0752541634130156e-001,2.0752541634130156e-001,2.0752541634130156e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,14,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.1565252488461960e-002,5.5859221503775917e-002,4.3036437563705336e-002,5.1915651807050510e-002,5.8369788971382508e-002,3.0243022296591360e-002,9.6745729499910504e-003,3.5354171927939396e-002,4.3065347116519090e-002,6.0198229497570865e-002,2.3112307386884336e-002,9.8525006438270647e-003,1.3705021429457212e-001,8.7496193657412583e-002,1.1354458218326639e-001,3.3809099013525112e-001,3.3809099013525112e-001,3.3809099013525112e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,15,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.6143151541501818e-002,3.9042498254485379e-002,4.3156838277568124e-002,5.2720287695609054e-002,6.1974587048040916e-002,3.6080047596518568e-002,1.1880138986498603e-002,3.5158051502892501e-002,4.2549775088555224e-002,6.0204324669245260e-002,2.6205379880553843e-002,6.7938458178645102e-003,1.9380334052871519e-002,4.0632414633121977e-002,9.0298700519177238e-002,1.5031144920517073e-001,1.5031144920517073e-001,1.5031144920517073e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,16,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.1083809984110046e-002,7.3005394340716956e-002,4.5271565610658704e-002,5.0102324889177208e-002,5.8646832609870796e-002,3.6086391894790910e-002,1.0937520601229338e-002,3.3032588707917573e-002,4.2907748388507534e-002,5.9855968043679965e-002,2.3087720459686396e-002,6.5846339699337664e-003,3.0217328068588317e-002,4.5620285630923137e-002,5.2733430994212814e-002,1.2857104469372427e-001,1.2857104469372427e-001,1.2857104469372427e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,17,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.8755242318013670e-002,4.9055354192755384e-002,4.3008269329946981e-002,5.0055157858048462e-002,6.1262453926305888e-002,3.5609179444585311e-002,7.1402077964018750e-003,3.3324741215148522e-002,4.3839034692290689e-002,6.0103358918459075e-002,2.8854915908601203e-002,6.5631281149929914e-003,4.4990430323468542e-002,5.0958661906210193e-002,7.3249971384900525e-002,1.6919906361457926e-001,1.6919906361457926e-001,1.6919906361457926e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,18,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.0462084843064902e-002,2.7319716123240238e-002,4.4402125980290835e-002,5.0143355621809646e-002,6.1283662606174669e-002,3.6221512171143000e-002,7.7306366891854092e-003,3.5420170939137116e-002,4.2577592995019953e-002,5.8274342791565931e-002,2.8908385328774662e-002,9.8185370401031591e-003,3.1769459218841063e-002,5.2770368127480628e-002,8.8923983862307057e-002,1.7346381120862875e-001,1.7346381120862875e-001,1.7346381120862875e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,19,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.1828079892207954e-002,2.9858249061710258e-002,4.4368255512034813e-002,5.2817184112454126e-002,5.8069774623735006e-002,3.5403900068508111e-002,8.4742564325998183e-003,3.3105419934743648e-002,4.4950822603547783e-002,5.8171566239571808e-002,2.9171484120464039e-002,7.1225211139363583e-003,3.2111565201122999e-001,2.9082070752142269e-001,4.0742761404143069e-002,6.5267912093679570e-001,6.5267912093679570e-001,6.5267912093679570e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,20,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.1325624827342389e-002,3.9325948851771757e-002,4.3567145679218836e-002,5.0695763172489243e-002,5.8283687119064884e-002,3.6303233734439874e-002,1.1659758699876319e-002,3.5390123892699007e-002,4.5848999094880771e-002,5.8161419408643826e-002,2.3221838974935488e-002,7.2168886250463544e-003,3.2826569533223798e-002,3.7958446497670509e-002,7.4119599784277831e-002,1.4490461581517214e-001,1.4490461581517214e-001,1.4490461581517214e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,21,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.4863897666853178e-002,2.8140625239517353e-002,4.3459325695166889e-002,5.0068253441871005e-002,6.1881316099552990e-002,3.1082961876298436e-002,1.2067081193013147e-002,3.5210811459223709e-002,4.5379303140461208e-002,5.8122883827714626e-002,2.8513004916955399e-002,9.9952226986646173e-003,4.1011863186209335e-002,7.8596926577836318e-002,2.1861692231963295e-001,3.3822571208367858e-001,3.3822571208367858e-001,3.3822571208367858e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,22,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.6849856669674791e-002,7.7226562586762817e-002,4.4904003689854886e-002,5.2503342021778976e-002,6.1229507207286135e-002,3.0145941745521345e-002,1.1867446522321509e-002,3.3010252095594356e-002,4.2901567075760629e-002,5.9193682922623454e-002,2.3321626390955072e-002,6.7060284992954359e-003,3.4282122474548343e-002,5.0638350408760371e-002,1.5426224150503909e-001,2.3918271438834782e-001,2.3918271438834782e-001,2.3918271438834782e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,23,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.1807706831936628e-002,3.3183777831505147e-002,4.3381411892329726e-002,5.0238469214008812e-002,5.8266571899866455e-002,3.0345075698595375e-002,7.3090705139697574e-003,3.5402739740619152e-002,4.2620148489219564e-002,5.8176116093137810e-002,2.5714280925947828e-002,6.5815519865645000e-003,1.5017930694927538e-002,3.6907499827337514e-002,9.3618263376612984e-002,1.4554369389887803e-001,1.4554369389887803e-001,1.4554369389887803e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,24,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1777428112795602e-002,6.5800716273526086e-002,4.4158163404760954e-002,5.2787252239132047e-002,6.2183204414109503e-002,3.6289242055251802e-002,7.0434463049329583e-003,3.3196091475394991e-002,4.2608846560937302e-002,5.8441220468236001e-002,2.7094043878691423e-002,6.6597242345987845e-003,2.0090243059300489e-002,3.7939715995049458e-002,6.5739597579922190e-002,1.2376955663427214e-001,1.2376955663427214e-001,1.2376955663427214e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,25,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.2157278561404728e-002,7.4037535806662086e-002,4.3210706748938871e-002,5.0108747074282936e-002,6.1911229746550410e-002,3.0680648873553037e-002,8.7001595895597056e-003,3.5050308148262849e-002,4.5952666277236598e-002,5.9094947434693401e-002,2.3103918416183439e-002,6.6219426280733924e-003,2.8287899711521972e-002,4.9014330257812190e-002,1.0558987402572093e-001,1.8289210399505509e-001,1.8289210399505509e-001,1.8289210399505509e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,26,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1036572104583061e-002,2.8183734778535974e-002,4.5247023177969081e-002,5.0087253671295476e-002,6.1089692065172924e-002,3.6268232122042561e-002,1.1767925455428815e-002,3.3301680723439413e-002,4.5958796590460663e-002,5.8034314745489222e-002,2.8471801739267329e-002,6.7326976080562123e-003,4.6134217577538390e-002,5.3511737226936175e-002,6.0528871703847166e-002,1.6017482650832174e-001,1.6017482650832174e-001,1.6017482650832174e-001,0.0000000000000000e+000,"yes","",
